PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"1820772","Goya's living skeleton","Park RH, Park MP.","BMJ. 1991 Dec 21-28;303(6817):1594-6. doi: 10.1136/bmj.303.6817.1594.","Park RH","BMJ","1991","1991/12/21","PMC1676240","","10.1136/bmj.303.6817.1594"
"2390612","Medical audit data: counting is not enough","Voss SN.","BMJ. 1990 Jul 21;301(6744):181-2. doi: 10.1136/bmj.301.6744.181-b.","Voss SN","BMJ","1990","1990/07/21","PMC1663511","","10.1136/bmj.301.6744.181-b"
"2390611","Vitamin B-12 and folate deficiency presenting as leukemia","Lennard A.","BMJ. 1990 Jul 21;301(6744):180. doi: 10.1136/bmj.301.6744.180.","Lennard A","BMJ","1990","1990/07/21","PMC1663516","","10.1136/bmj.301.6744.180"
"2390610","Prevention of coronary heart disease in Scotland","","BMJ. 1990 Jul 21;301(6744):180. doi: 10.1136/bmj.301.6744.180-a.","","BMJ","1990","1990/07/21","PMC1663521","","10.1136/bmj.301.6744.180-a"
"2390609","Monoamine oxidase inhibitors and low alcohol or alcohol free drinks","Beswick DT, Rogers ML.","BMJ. 1990 Jul 21;301(6744):179-80. doi: 10.1136/bmj.301.6744.179-d.","Beswick DT","BMJ","1990","1990/07/21","PMC1663500","","10.1136/bmj.301.6744.179-d"
"2390608","Management of hypovolaemic shock","Touquet R.","BMJ. 1990 Jul 21;301(6744):179. doi: 10.1136/bmj.301.6744.179-b.","Touquet R","BMJ","1990","1990/07/21","PMC1663491","","10.1136/bmj.301.6744.179-b"
"2390607","Organ donation","Evans DW, Hill DJ.","BMJ. 1990 Jul 21;301(6744):178-9. doi: 10.1136/bmj.301.6744.178-a.","Evans DW","BMJ","1990","1990/07/21","PMC1663509","","10.1136/bmj.301.6744.178-a"
"2390606","Impact of childhood cancer on return to normal schooling","Larcombe IJ, Walker J, Charlton A, Meller S, Morris Jones P, Mott MG.","BMJ. 1990 Jul 21;301(6744):169-71. doi: 10.1136/bmj.301.6744.169.","Larcombe IJ","BMJ","1990","1990/07/21","PMC1663536","","10.1136/bmj.301.6744.169"
"2390605","Setting up a district audit programme","Gumpert R, Lyons C.","BMJ. 1990 Jul 21;301(6744):162-5. doi: 10.1136/bmj.301.6744.162.","Gumpert R","BMJ","1990","1990/07/21","PMC1663510","","10.1136/bmj.301.6744.162"
"2390604","Extending the use of clinical audit data: a resource planning model","Ellis BW, Rivett RC, Dudley HA.","BMJ. 1990 Jul 21;301(6744):159-62. doi: 10.1136/bmj.301.6744.159.","Ellis BW","BMJ","1990","1990/07/21","PMC1663497","","10.1136/bmj.301.6744.159"
"2390603","One year's experience of major trauma outcome study methodology","Wardrope J, Cross SF, Fothergill DJ.","BMJ. 1990 Jul 21;301(6744):156-9. doi: 10.1136/bmj.301.6744.156.","Wardrope J","BMJ","1990","1990/07/21","PMC1663538","","10.1136/bmj.301.6744.156"
"2390602","Recording patients' views on organ donation: when to ask them and how to record the answer","Riad HN, Banks RA.","BMJ. 1990 Jul 21;301(6744):155. doi: 10.1136/bmj.301.6744.155.","Riad HN","BMJ","1990","1990/07/21","PMC1663543","","10.1136/bmj.301.6744.155"
"2390601","Methaemoglobinaemia in children treated with prilocaine-lignocaine cream","Frayling IM, Addison GM, Chattergee K, Meakin G.","BMJ. 1990 Jul 21;301(6744):153-4. doi: 10.1136/bmj.301.6744.153.","Frayling IM","BMJ","1990","1990/07/21","PMC1663535","","10.1136/bmj.301.6744.153"
"2390600","General practitioners' awareness of colorectal cancer: a 10 year review","Dixon AR, Thornton-Holmes J, Cheetham NM.","BMJ. 1990 Jul 21;301(6744):152-3. doi: 10.1136/bmj.301.6744.152.","Dixon AR","BMJ","1990","1990/07/21","PMC1663531","","10.1136/bmj.301.6744.152"
"2390599","The epidemiology of infertility in Aberdeen","Templeton A, Fraser C, Thompson B.","BMJ. 1990 Jul 21;301(6744):148-52. doi: 10.1136/bmj.301.6744.148.","Templeton A","BMJ","1990","1990/07/21","PMC1663514","","10.1136/bmj.301.6744.148"
"2390598","Siblings of opposite sex as a risk factor for child mortality","Aaby P, Mølbak K.","BMJ. 1990 Jul 21;301(6744):143-5. doi: 10.1136/bmj.301.6744.143.","Aaby P","BMJ","1990","1990/07/21","PMC1663502","","10.1136/bmj.301.6744.143"
"2390597","AIDS and 'ordinary heterosexual people'","","BMJ. 1990 Jul 21;301(6744):138.","","BMJ","1990","1990/07/21","PMC1663532","",""
"2390596","Teaching medical students about alcohol","Ritson EB.","BMJ. 1990 Jul 21;301(6744):134-5. doi: 10.1136/bmj.301.6744.134.","Ritson EB","BMJ","1990","1990/07/21","PMC1663529","","10.1136/bmj.301.6744.134"
"2390595","A child with cancer: a family in crisis","Mott MG.","BMJ. 1990 Jul 21;301(6744):133-4. doi: 10.1136/bmj.301.6744.133.","Mott MG","BMJ","1990","1990/07/21","PMC1663524","","10.1136/bmj.301.6744.133"
"2257010","Total audit of preventive practices","","BMJ. 1990 Jul 21;301(6744):180-1.","","BMJ","1990","1990/07/21","PMC1663526","",""
"2242158","Who should take vitamin supplements?","Truswell S.","BMJ. 1990 Jul 21;301(6744):135-6. doi: 10.1136/bmj.301.6744.135.","Truswell S","BMJ","1990","1990/07/21","PMC1663533","","10.1136/bmj.301.6744.135"
"2202454","Plasma concentrations of tryptophan and dieting","Brzezinski A, Shalitin N, Ever-Hadani P, Schenker JG.","BMJ. 1990 Jul 21;301(6744):183. doi: 10.1136/bmj.301.6744.183-b.","Brzezinski A","BMJ","1990","1990/07/21","PMC1663503","","10.1136/bmj.301.6744.183-b"
"2202453","Selecting patients for cerebral angiography before carotid endarterectomy","Humphrey P.","BMJ. 1990 Jul 21;301(6744):181. doi: 10.1136/bmj.301.6744.181-a.","Humphrey P","BMJ","1990","1990/07/21","PMC1663507","","10.1136/bmj.301.6744.181-a"
"2202452","ABC of major trauma. Abdominal trauma","Cope A, Stebbings W.","BMJ. 1990 Jul 21;301(6744):172-6. doi: 10.1136/bmj.301.6744.172.","Cope A","BMJ","1990","1990/07/21","PMC1663495","","10.1136/bmj.301.6744.172"
"2202451","Short term linear growth in asthmatic children during treatment with prednisolone","Wolthers OD, Pedersen S.","BMJ. 1990 Jul 21;301(6744):145-8. doi: 10.1136/bmj.301.6744.145.","Wolthers OD","BMJ","1990","1990/07/21","PMC1663512","","10.1136/bmj.301.6744.145"
"2202450","Prognosis of abdominal aortic aneurysm","Greenhalgh RM.","BMJ. 1990 Jul 21;301(6744):136. doi: 10.1136/bmj.301.6744.136.","Greenhalgh RM","BMJ","1990","1990/07/21","PMC1663527","","10.1136/bmj.301.6744.136"
"2143953","Operating practices of and precautions taken by orthopaedic surgeons to avoid infection with HIV and hepatitis B virus during surgery","Porteous MJ.","BMJ. 1990 Jul 21;301(6744):167-9. doi: 10.1136/bmj.301.6744.167.","Porteous MJ","BMJ","1990","1990/07/21","PMC1663528","","10.1136/bmj.301.6744.167"
"2143952","Uptake of immunisation against hepatitis B among surgeons in Wessex Regional Health Authority","Williams JR, Flowerdew AD.","BMJ. 1990 Jul 21;301(6744):154. doi: 10.1136/bmj.301.6744.154.","Williams JR","BMJ","1990","1990/07/21","PMC1663540","","10.1136/bmj.301.6744.154"
"2390594","Understanding hospital referral rates: a user's guide","Roland MO, Bartholomew J, Morrell DC, McDermott A, Paul E.","BMJ. 1990 Jul 14;301(6743):98-102. doi: 10.1136/bmj.301.6743.98.","Roland MO","BMJ","1990","1990/07/14","PMC1663415","","10.1136/bmj.301.6743.98"
"2390593","Reactivation of rheumatoid arthritis during continuous infusion of interleukin 2: evidence of lymphocytic control of rheumatoid disease","Lavelle-Jones M, al-Hadrani A, Spiers EM, Campbell FC, Cuschieri A.","BMJ. 1990 Jul 14;301(6743):97. doi: 10.1136/bmj.301.6743.97.","Lavelle-Jones M","BMJ","1990","1990/07/14","PMC1663428","","10.1136/bmj.301.6743.97"
"2390592","Hypothyroidism in polymyalgia rheumatica and giant cell arteritis: lack of any association","Dasgupta B, Grundy E, Stainer E.","BMJ. 1990 Jul 14;301(6743):96-7. doi: 10.1136/bmj.301.6743.96.","Dasgupta B","BMJ","1990","1990/07/14","PMC1663407","","10.1136/bmj.301.6743.96"
"2390591","Infection with human T cell leukaemia/lymphoma virus type I in patients attending an antenatal clinic in London","Tosswill JH, Ades AE, Peckham C, Mortimer PP, Weber JN.","BMJ. 1990 Jul 14;301(6743):95-6. doi: 10.1136/bmj.301.6743.95.","Tosswill JH","BMJ","1990","1990/07/14","PMC1663411","","10.1136/bmj.301.6743.95"
"2390590","Prevalence of asymptomatic myocardial ischaemia in diabetic subjects","Koistinen MJ.","BMJ. 1990 Jul 14;301(6743):92-5. doi: 10.1136/bmj.301.6743.92.","Koistinen MJ","BMJ","1990","1990/07/14","PMC1663397","","10.1136/bmj.301.6743.92"
"2390589","Source of stress in women junior house officers","Firth-Cozens J.","BMJ. 1990 Jul 14;301(6743):89-91. doi: 10.1136/bmj.301.6743.89.","Firth-Cozens J","BMJ","1990","1990/07/14","PMC1663442","","10.1136/bmj.301.6743.89"
"2390588","Interaction between bedding and sleeping position in the sudden infant death syndrome: a population based case-control study","Fleming PJ, Gilbert R, Azaz Y, Berry PJ, Rudd PT, Stewart A, Hall E.","BMJ. 1990 Jul 14;301(6743):85-9. doi: 10.1136/bmj.301.6743.85.","Fleming PJ","BMJ","1990","1990/07/14","PMC1663432","","10.1136/bmj.301.6743.85"
"2390587","Recruitment to a prospective breast conservation trial: why are so few patients randomised?","Jack WJ, Chetty U, Rodger A.","BMJ. 1990 Jul 14;301(6743):83-5. doi: 10.1136/bmj.301.6743.83.","Jack WJ","BMJ","1990","1990/07/14","PMC1663425","","10.1136/bmj.301.6743.83"
"2390586","Stress in junior doctors. 2--Stress in women doctors","Godlee F.","BMJ. 1990 Jul 14;301(6743):76. doi: 10.1136/bmj.301.6743.76.","Godlee F","BMJ","1990","1990/07/14","PMC1663393","","10.1136/bmj.301.6743.76"
"2390585","Stress in junior doctors. 1--Stress and support","Dudley HA.","BMJ. 1990 Jul 14;301(6743):75-6. doi: 10.1136/bmj.301.6743.75.","Dudley HA","BMJ","1990","1990/07/14","PMC1663402","","10.1136/bmj.301.6743.75"
"2390584","Sensorineural deafness","Douek E.","BMJ. 1990 Jul 14;301(6743):74-5. doi: 10.1136/bmj.301.6743.74.","Douek E","BMJ","1990","1990/07/14","PMC1663395","","10.1136/bmj.301.6743.74"
"2390583","Fixed dose procedures for tests on animals","Dayan AD.","BMJ. 1990 Jul 14;301(6743):72-3. doi: 10.1136/bmj.301.6743.72.","Dayan AD","BMJ","1990","1990/07/14","PMC1663444","","10.1136/bmj.301.6743.72"
"2390582","People cause pollution","Chowdhury S.","BMJ. 1990 Jul 14;301(6743):124. doi: 10.1136/bmj.301.6743.124-b.","Chowdhury S","BMJ","1990","1990/07/14","PMC1663400","","10.1136/bmj.301.6743.124-b"
"2390581","Goitre in northern Pakistan","Chapman JA, Grant IS.","BMJ. 1990 Jul 14;301(6743):124. doi: 10.1136/bmj.301.6743.124-c.","Chapman JA","BMJ","1990","1990/07/14","PMC1663406","","10.1136/bmj.301.6743.124-c"
"2390580","Management of menorrhagia","Garry R, Erian J.","BMJ. 1990 Jul 14;301(6743):123-4. doi: 10.1136/bmj.301.6743.123-c.","Garry R","BMJ","1990","1990/07/14","PMC1663429","","10.1136/bmj.301.6743.123-c"
"2390579","Traveller mothers and babies","McKenzie AB.","BMJ. 1990 Jul 14;301(6743):123. doi: 10.1136/bmj.301.6743.123-a.","McKenzie AB","BMJ","1990","1990/07/14","PMC1663419","","10.1136/bmj.301.6743.123-a"
"2390578","Screening for skin cancer","Curley RK, Marsden RA, Taylor FG.","BMJ. 1990 Jul 14;301(6743):123. doi: 10.1136/bmj.301.6743.123-b.","Curley RK","BMJ","1990","1990/07/14","PMC1663423","","10.1136/bmj.301.6743.123-b"
"2390577","Improving the care of patients with major trauma","Yates DW.","BMJ. 1990 Jul 14;301(6743):123. doi: 10.1136/bmj.301.6743.123.","Yates DW","BMJ","1990","1990/07/14","PMC1663414","","10.1136/bmj.301.6743.123"
"2390576","Shy-Drager syndrome presenting as isolated paralysis of vocal cord abductors","Hinton A, Saeed S, Ramsden RT, Neary D, Cooper PN.","BMJ. 1990 Jul 14;301(6743):122-3. doi: 10.1136/bmj.301.6743.122-c.","Hinton A","BMJ","1990","1990/07/14","PMC1663392","","10.1136/bmj.301.6743.122-c"
"2390575","Policies on drugs in the new Europe","Mann RD.","BMJ. 1990 Jul 14;301(6743):122. doi: 10.1136/bmj.301.6743.122.","Mann RD","BMJ","1990","1990/07/14","PMC1663437","","10.1136/bmj.301.6743.122"
"2390574","The empty theatre","","BMJ. 1990 Jul 14;301(6743):121.","","BMJ","1990","1990/07/14","PMC1663405","",""
"2390573","Calcium supplementation of the diet","Nordin BE, Heaney RP.","BMJ. 1990 Jul 14;301(6743):120. doi: 10.1136/bmj.301.6743.120.","Nordin BE","BMJ","1990","1990/07/14","PMC1663426","","10.1136/bmj.301.6743.120"
"2390572","Allergy to peanuts","Ackroyd JF.","BMJ. 1990 Jul 14;301(6743):120. doi: 10.1136/bmj.301.6743.120-a.","Ackroyd JF","BMJ","1990","1990/07/14","PMC1663430","","10.1136/bmj.301.6743.120-a"
"2390571","Screening for carcinoma of the prostate","Chadwick D, Gillatt DA, Gingell JC, Abrams PH.","BMJ. 1990 Jul 14;301(6743):119-20. doi: 10.1136/bmj.301.6743.119-b.","Chadwick D","BMJ","1990","1990/07/14","PMC1663404","","10.1136/bmj.301.6743.119-b"
"2390570","Misuse of dihydrocodeine tartrate (DF 118) among opiate addicts","","BMJ. 1990 Jul 14;301(6743):119. doi: 10.1136/bmj.301.6743.119.","","BMJ","1990","1990/07/14","PMC1663391","","10.1136/bmj.301.6743.119"
"2390569","Obstetric accidents","","BMJ. 1990 Jul 14;301(6743):118-9.","","BMJ","1990","1990/07/14","PMC1663416","",""
"2390568","Children with croup presenting with scalds","Greally P, Cheng K, Tanner MS, Field DJ.","BMJ. 1990 Jul 14;301(6743):113. doi: 10.1136/bmj.301.6743.113.","Greally P","BMJ","1990","1990/07/14","PMC1663413","","10.1136/bmj.301.6743.113"
"2390567","Criteria for diagnosing brain stem death","O'Brien MD.","BMJ. 1990 Jul 14;301(6743):108-9. doi: 10.1136/bmj.301.6743.108.","O'Brien MD","BMJ","1990","1990/07/14","PMC1663447","","10.1136/bmj.301.6743.108"
"2390566","The effect of maternal and child health and family planning services on mortality: is prevention enough?","Fauveau V, Wojtyniak B, Chakraborty J, Sarder AM, Briend A.","BMJ. 1990 Jul 14;301(6743):103-7. doi: 10.1136/bmj.301.6743.103.","Fauveau V","BMJ","1990","1990/07/14","PMC1663436","","10.1136/bmj.301.6743.103"
"2248676","Cervical cytology","Robertson AJ, Hussein K, Beck JS.","BMJ. 1990 Jul 14;301(6743):122. doi: 10.1136/bmj.301.6743.122-b.","Robertson AJ","BMJ","1990","1990/07/14","PMC1663445","","10.1136/bmj.301.6743.122-b"
"2202449","Leukaemia and cancer chemotherapy","Williams CJ.","BMJ. 1990 Jul 14;301(6743):73-4. doi: 10.1136/bmj.301.6743.73.","Williams CJ","BMJ","1990","1990/07/14","PMC1663448","","10.1136/bmj.301.6743.73"
"2202448","HTLV-I infection in Britain","Weber J.","BMJ. 1990 Jul 14;301(6743):71-2. doi: 10.1136/bmj.301.6743.71.","Weber J","BMJ","1990","1990/07/14","PMC1663439","","10.1136/bmj.301.6743.71"
"2202447","ABC of major trauma. Trauma of the spine and spinal cord--II","Swain A, Dove J, Baker H.","BMJ. 1990 Jul 14;301(6743):110-3. doi: 10.1136/bmj.301.6743.110.","Swain A","BMJ","1990","1990/07/14","PMC1663401","","10.1136/bmj.301.6743.110"
"2167730","Fibre in the management of diabetes","Uusitupa MI.","BMJ. 1990 Jul 14;301(6743):122. doi: 10.1136/bmj.301.6743.122-a.","Uusitupa MI","BMJ","1990","1990/07/14","PMC1663441","","10.1136/bmj.301.6743.122-a"
"2143951","Percutaneous cholecystolithotomy","","BMJ. 1990 Jul 14;301(6743):120-1.","","BMJ","1990","1990/07/14","PMC1663433","",""
"2143950","Kitchen aids","Connolly MJ, Wilson AS.","BMJ. 1990 Jul 14;301(6743):114-5. doi: 10.1136/bmj.301.6743.114.","Connolly MJ","BMJ","1990","1990/07/14","PMC1663418","","10.1136/bmj.301.6743.114"
"2134988","Out of hours workload in general practice","Menin PT.","BMJ. 1990 Jul 14;301(6743):121-2. doi: 10.1136/bmj.301.6743.121-b.","Menin PT","BMJ","1990","1990/07/14","PMC1663412","","10.1136/bmj.301.6743.121-b"
"2383717","Dyspepsia in general practice","Shorvon PJ.","BMJ. 1990 Jul 7;301(6742):46. doi: 10.1136/bmj.301.6742.46.","Shorvon PJ","BMJ","1990","1990/07/07","PMC1663372","","10.1136/bmj.301.6742.46"
"2383716","Attitudes to chemotherapy","McGurk M, Williams RG.","BMJ. 1990 Jul 7;301(6742):46. doi: 10.1136/bmj.301.6742.46-a.","McGurk M","BMJ","1990","1990/07/07","PMC1663376","","10.1136/bmj.301.6742.46-a"
"2383715","Read clinical classification","Read J.","BMJ. 1990 Jul 7;301(6742):45. doi: 10.1136/bmj.301.6742.45.","Read J","BMJ","1990","1990/07/07","PMC1663358","","10.1136/bmj.301.6742.45"
"2383714","Patterns of disease activity in multiple sclerosis","Thompson AJ, Miller DH, MacManus DG, McDonald WI.","BMJ. 1990 Jul 7;301(6742):44-5. doi: 10.1136/bmj.301.6742.44-a.","Thompson AJ","BMJ","1990","1990/07/07","PMC1663381","","10.1136/bmj.301.6742.44-a"
"2383713","Dietary intake and plasma lipid levels","Lockton JA, O'Kane MP, Close EJ, Wiles PG.","BMJ. 1990 Jul 7;301(6742):43-4. doi: 10.1136/bmj.301.6742.43-c.","Lockton JA","BMJ","1990","1990/07/07","PMC1663361","","10.1136/bmj.301.6742.43-c"
"2383712","Health checks for adults","Levine J, Price R.","BMJ. 1990 Jul 7;301(6742):43. doi: 10.1136/bmj.301.6742.43-b.","Levine J","BMJ","1990","1990/07/07","PMC1663356","","10.1136/bmj.301.6742.43-b"
"2383711","Doctors' safety: who cares?","Bhugra D, Smith J, Junaid O.","BMJ. 1990 Jul 7;301(6742):43. doi: 10.1136/bmj.301.6742.43-a.","Bhugra D","BMJ","1990","1990/07/07","PMC1663350","","10.1136/bmj.301.6742.43-a"
"2383710","Vitamin B-12 and folate deficiency presenting as leukaemia","Lennard A.","BMJ. 1990 Jul 7;301(6742):42. doi: 10.1136/bmj.301.6742.42-a.","Lennard A","BMJ","1990","1990/07/07","PMC1663374","","10.1136/bmj.301.6742.42-a"
"2383709","Increase in deaths from deliberate inhalation of fuel gases and pressurised aerosols","Anderson HR.","BMJ. 1990 Jul 7;301(6742):41. doi: 10.1136/bmj.301.6742.41.","Anderson HR","BMJ","1990","1990/07/07","PMC1663387","","10.1136/bmj.301.6742.41"
"2383708","Aplastic anaemia associated with a non-steroidal anti-inflammatory drug: relapse after exposure to another such drug","Andrews R, Russell N.","BMJ. 1990 Jul 7;301(6742):38. doi: 10.1136/bmj.301.6742.38.","Andrews R","BMJ","1990","1990/07/07","PMC1663360","","10.1136/bmj.301.6742.38"
"2383707","Cope in office","Solomon T.","BMJ. 1990 Jul 7;301(6742):32-3. doi: 10.1136/bmj.301.6742.32.","Solomon T","BMJ","1990","1990/07/07","PMC1663341","","10.1136/bmj.301.6742.32"
"2383706","Care of the suddenly bereaved","Yates DW, Ellison G, McGuiness S.","BMJ. 1990 Jul 7;301(6742):29-31. doi: 10.1136/bmj.301.6742.29.","Yates DW","BMJ","1990","1990/07/07","PMC1663383","","10.1136/bmj.301.6742.29"
"2383705","Screening in practice: Reducing the psychological costs","Marteau TM.","BMJ. 1990 Jul 7;301(6742):26-8. doi: 10.1136/bmj.301.6742.26.","Marteau TM","BMJ","1990","1990/07/07","PMC1663373","","10.1136/bmj.301.6742.26"
"2383704","A study of patients attending without appointments in an urban general practice","Virji A.","BMJ. 1990 Jul 7;301(6742):22-6. doi: 10.1136/bmj.301.6742.22.","Virji A","BMJ","1990","1990/07/07","PMC1663368","","10.1136/bmj.301.6742.22"
"2383703","Two patients with eosinophilia myalgia syndrome associated with tryptophan","van Garsse LG, Boeykens PP.","BMJ. 1990 Jul 7;301(6742):21. doi: 10.1136/bmj.301.6742.21.","van Garsse LG","BMJ","1990","1990/07/07","PMC1663365","","10.1136/bmj.301.6742.21"
"2383702","Use of histoacryl tissue adhesive to manage an avulsed tooth","McCabe MJ.","BMJ. 1990 Jul 7;301(6742):20-1. doi: 10.1136/bmj.301.6742.20.","McCabe MJ","BMJ","1990","1990/07/07","PMC1663359","","10.1136/bmj.301.6742.20"
"2383701","Hospital care for the elderly in the final year of life: a population based study","Henderson J, Goldacre MJ, Griffith M.","BMJ. 1990 Jul 7;301(6742):17-9. doi: 10.1136/bmj.301.6742.17.","Henderson J","BMJ","1990","1990/07/07","PMC1663342","","10.1136/bmj.301.6742.17"
"2383700","Liver transplantation in patients with alcoholic cirrhosis: selection criteria and rates of survival and relapse","Bird GL, O'Grady JG, Harvey FA, Calne RY, Williams R.","BMJ. 1990 Jul 7;301(6742):15-7. doi: 10.1136/bmj.301.6742.15.","Bird GL","BMJ","1990","1990/07/07","PMC1663344","","10.1136/bmj.301.6742.15"
"2383699","Bleeding time in patients with hepatic cirrhosis","Blake JC, Sprengers D, Grech P, McCormick PA, McIntyre N, Burroughs AK.","BMJ. 1990 Jul 7;301(6742):12-5. doi: 10.1136/bmj.301.6742.12.","Blake JC","BMJ","1990","1990/07/07","PMC1663385","","10.1136/bmj.301.6742.12"
"2256991","Signs of illness preceding sudden unexpected death in infants","Forrest D, Haywood P.","BMJ. 1990 Jul 7;301(6742):45-6. doi: 10.1136/bmj.301.6742.45-b.","Forrest D","BMJ","1990","1990/07/07","PMC1663367","","10.1136/bmj.301.6742.45-b"
"2256990","Emergency treatment of avulsed incisor teeth","Scheer B.","BMJ. 1990 Jul 7;301(6742):4. doi: 10.1136/bmj.301.6742.4.","Scheer B","BMJ","1990","1990/07/07","PMC1663357","","10.1136/bmj.301.6742.4"
"2200545","Creutzfeldt-Jakob disease","Harries-Jones R.","BMJ. 1990 Jul 7;301(6742):46. doi: 10.1136/bmj.301.6742.46-c.","Harries-Jones R","BMJ","1990","1990/07/07","PMC1663382","","10.1136/bmj.301.6742.46-c"
"2200544","ABC of major trauma. Trauma of the spine and spinal cord--I","Swain A, Dove J, Baker H.","BMJ. 1990 Jul 7;301(6742):34-8. doi: 10.1136/bmj.301.6742.34.","Swain A","BMJ","1990","1990/07/07","PMC1663353","","10.1136/bmj.301.6742.34"
"2200543","Insulin injection technique","Thow J, Home P.","BMJ. 1990 Jul 7;301(6742):3-4. doi: 10.1136/bmj.301.6742.3.","Thow J","BMJ","1990","1990/07/07","PMC1663362","","10.1136/bmj.301.6742.3"
"2143425","Epidural anaesthesia and long term backache after childbirth","MacArthur C, Lewis M, Knox EG, Crawford JS.","BMJ. 1990 Jul 7;301(6742):9-12. doi: 10.1136/bmj.301.6742.9.","MacArthur C","BMJ","1990","1990/07/07","PMC1663375","","10.1136/bmj.301.6742.9"
"2143424","Hyperosmolality related to propylene glycol in an infant treated with enoximone infusion","Huggon I, James I, Macrae D.","BMJ. 1990 Jul 7;301(6742):19-20. doi: 10.1136/bmj.301.6742.19.","Huggon I","BMJ","1990","1990/07/07","PMC1663354","","10.1136/bmj.301.6742.19"
"2116932","End tidal carbon dioxide detector for monitoring cardiopulmonary resuscitation","Muir JD, Randalls PB, Smith GB.","BMJ. 1990 Jul 7;301(6742):41-2. doi: 10.1136/bmj.301.6742.41-b.","Muir JD","BMJ","1990","1990/07/07","PMC1663343","","10.1136/bmj.301.6742.41-b"
"2116931","Clinical nutrition support","Payne-James J, Silk D.","BMJ. 1990 Jul 7;301(6742):1-2. doi: 10.1136/bmj.301.6742.1.","Payne-James J","BMJ","1990","1990/07/07","PMC1663352","","10.1136/bmj.301.6742.1"
"1974473","Antihypertensive and adverse biochemical effects of bendrofluazide","Johnston GD.","BMJ. 1990 Jul 7;301(6742):42-3. doi: 10.1136/bmj.301.6742.42-c.","Johnston GD","BMJ","1990","1990/07/07","PMC1663380","","10.1136/bmj.301.6742.42-c"
"11642789","Parental rights and children's best interests: United States","McBride G.","BMJ. 1990 Jun 30;300(6741):1673-4.","McBride G","BMJ","1990","1990/06/30","PMC1663303","",""
"11642788","Parental rights and children's best interests: Cyprus and Britain","Dyer C.","BMJ. 1990 Jun 30;300(6741):1673.","Dyer C","BMJ","1990","1990/06/30","","",""
"2390565","Management of the upper airway","Lynch M.","BMJ. 1990 Jun 30;300(6741):1726. doi: 10.1136/bmj.300.6741.1726-c.","Lynch M","BMJ","1990","1990/06/30","PMC1663318","","10.1136/bmj.300.6741.1726-c"
"2390564","Births resulting from assisted conception","Chitty L, Pembrey M.","BMJ. 1990 Jun 30;300(6741):1726. doi: 10.1136/bmj.300.6741.1726.","Chitty L","BMJ","1990","1990/06/30","PMC1663306","","10.1136/bmj.300.6741.1726"
"2390563","Allergy to peanuts","McSharry C.","BMJ. 1990 Jun 30;300(6741):1726. doi: 10.1136/bmj.300.6741.1726-b.","McSharry C","BMJ","1990","1990/06/30","PMC1663313","","10.1136/bmj.300.6741.1726-b"
"2390562","Coronary artery bypass surgery","Pellinen T, Kurki T, Sahlman A, Harjula A.","BMJ. 1990 Jun 30;300(6741):1725-6. doi: 10.1136/bmj.300.6741.1725-e.","Pellinen T","BMJ","1990","1990/06/30","PMC1663296","","10.1136/bmj.300.6741.1725-e"
"2390561","Oxpentifylline treatment of venous leg ulcers","Gajraj H, Jopp-McKay A, Stacey MC.","BMJ. 1990 Jun 30;300(6741):1725. doi: 10.1136/bmj.300.6741.1725.","Gajraj H","BMJ","1990","1990/06/30","PMC1663330","","10.1136/bmj.300.6741.1725"
"2390560","Meningococcal meningitis","Malnick SD, Schattner A.","BMJ. 1990 Jun 30;300(6741):1725. doi: 10.1136/bmj.300.6741.1725-d.","Malnick SD","BMJ","1990","1990/06/30","PMC1663292","","10.1136/bmj.300.6741.1725-d"
"2390559","After the asylums: the role of the GP","Horder E.","BMJ. 1990 Jun 30;300(6741):1723. doi: 10.1136/bmj.300.6741.1723-a.","Horder E","BMJ","1990","1990/06/30","PMC1663322","","10.1136/bmj.300.6741.1723-a"
"2390558","Human fertilisation and embryology bill","","BMJ. 1990 Jun 30;300(6741):1721-2.","","BMJ","1990","1990/06/30","PMC1663312","",""
"2390557","The cyclotron saga","MacDougall RH, Arnott SJ.","BMJ. 1990 Jun 30;300(6741):1721. doi: 10.1136/bmj.300.6741.1721.","MacDougall RH","BMJ","1990","1990/06/30","PMC1663308","","10.1136/bmj.300.6741.1721"
"2390556","Cutaneous leishmaniasis","Marsden PD.","BMJ. 1990 Jun 30;300(6741):1716-7. doi: 10.1136/bmj.300.6741.1716.","Marsden PD","BMJ","1990","1990/06/30","PMC1663337","","10.1136/bmj.300.6741.1716"
"2390555","Not the way to settle disputes","Dixon B.","BMJ. 1990 Jun 30;300(6741):1715-6. doi: 10.1136/bmj.300.6741.1715.","Dixon B","BMJ","1990","1990/06/30","PMC1663332","","10.1136/bmj.300.6741.1715"
"2390554","Papal policy, poverty, and AIDS","Morley D.","BMJ. 1990 Jun 30;300(6741):1705; discussion 1706-7. doi: 10.1136/bmj.300.6741.1705.","Morley D","BMJ","1990","1990/06/30","PMC1663300","","10.1136/bmj.300.6741.1705"
"2390553","Genetic screening for ethnic minorities","Modell M, Modell B.","BMJ. 1990 Jun 30;300(6741):1702-4. doi: 10.1136/bmj.300.6741.1702.","Modell M","BMJ","1990","1990/06/30","PMC1663286","","10.1136/bmj.300.6741.1702"
