PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"11682720","Doctor assisted suicide needs to be discussed","","BMJ. 1998 Jul 18;317(7152):214.","","BMJ","1998","2001/10/30","","",""
"9432249","Caloric restriction may retard cancers","Josefson D.","BMJ. 1997 Nov 22;315(7119):1332.","Josefson D","BMJ","1997","1997/12/24","","",""
"9402805","Old fashioned methods of diagnosis have their place","Savage A.","BMJ. 1997 Nov 22;315(7119):1381. doi: 10.1136/bmj.315.7119.1381a.","Savage A","BMJ","1997","1997/12/24","PMC2127860","","10.1136/bmj.315.7119.1381a"
"9402804","Nicotine replacement therapy on the NHS. Success rates of different smoking cessation treatments need to be compared","Mitchell A.","BMJ. 1997 Nov 22;315(7119):1381.","Mitchell A","BMJ","1997","1997/12/24","PMC2127857","",""
"9402803","Nicotine replacement therapy on the NHS. Nicotine treatment cannot be regarded as replacement therapy","Bradley N.","BMJ. 1997 Nov 22;315(7119):1381. doi: 10.1136/bmj.315.7119.1381.","Bradley N","BMJ","1997","1997/12/24","PMC2127853","","10.1136/bmj.315.7119.1381"
"9402802","Family secrets. Most patients speak more freely when on their own","Barnett A, Stott S.","BMJ. 1997 Nov 22;315(7119):1381.","Barnett A","BMJ","1997","1997/12/24","PMC2127849","",""
"9402801","Family secrets. Patients have right to privacy and confidentiality","Bewley S.","BMJ. 1997 Nov 22;315(7119):1380. doi: 10.1136/bmj.315.7119.1380b.","Bewley S","BMJ","1997","1997/12/24","PMC2127845","","10.1136/bmj.315.7119.1380b"
"9402800","Charity helps doctors with addictive diseases to obtain treatment","McKendrick C, Joiner I.","BMJ. 1997 Nov 22;315(7119):1380. doi: 10.1136/bmj.315.7119.1380a.","McKendrick C","BMJ","1997","1997/12/24","PMC2127840","","10.1136/bmj.315.7119.1380a"
"9402799","Study linking enteroviral infection with motor neurone disease is not confirmed","Rice S, Pamphlett R.","BMJ. 1997 Nov 22;315(7119):1380. doi: 10.1136/bmj.315.7119.1380.","Rice S","BMJ","1997","1997/12/24","PMC2127861","","10.1136/bmj.315.7119.1380"
"9402798","Treating diarrhoea. More evidence is needed that widespread use of quinolones will benefit patients","Leung D, Venkatesan P.","BMJ. 1997 Nov 22;315(7119):1379.","Leung D","BMJ","1997","1997/12/24","PMC2127858","",""
"9402797","Treating diarrhoea. Advocating widespread use of antimicrobial agents has economic implications","Inglesfield JW.","BMJ. 1997 Nov 22;315(7119):1379.","Inglesfield JW","BMJ","1997","1997/12/24","PMC2127855","",""
"9402796","Treating diarrhoea. Children deserve special attention","McCowat LA, Cutting WA, Steinke D, MacDonald TM.","BMJ. 1997 Nov 22;315(7119):1378-9; author reply 1379-80.","McCowat LA","BMJ","1997","1997/12/24","PMC2127851","",""
"9402795","Treating diarrhoea. Diarrhoea is problem for animals too","Blay ER.","BMJ. 1997 Nov 22;315(7119):1378.","Blay ER","BMJ","1997","1997/12/24","PMC2127847","",""
"9402794","Treating diarrhoea. Rehydration should have been emphasised","Parkes G.","BMJ. 1997 Nov 22;315(7119):1378.","Parkes G","BMJ","1997","1997/12/24","PMC2127843","",""
"9402793","Treating diarrhoea. Patients must be educated about which symptoms require treatment","Cadamy AR.","BMJ. 1997 Nov 22;315(7119):1378.","Cadamy AR","BMJ","1997","1997/12/24","PMC2127838","",""
"9402792","Treating diarrhoea. Proposals are irresponsible and impractical","Taylor SJ.","BMJ. 1997 Nov 22;315(7119):1377-8. doi: 10.1136/bmj.315.7119.1377b.","Taylor SJ","BMJ","1997","1997/12/24","PMC2127834","","10.1136/bmj.315.7119.1377b"
"9402791","General practice should be central to community mental health services","Kingsland JP, Williams R.","BMJ. 1997 Nov 22;315(7119):1377. doi: 10.1136/bmj.315.7119.1377a.","Kingsland JP","BMJ","1997","1997/12/24","PMC2127830","","10.1136/bmj.315.7119.1377a"
"9402790","Patients with implants should be given implant cards for reference","Purkayastha S.","BMJ. 1997 Nov 22;315(7119):1377. doi: 10.1136/bmj.315.7119.1377.","Purkayastha S","BMJ","1997","1997/12/24","PMC2127867","","10.1136/bmj.315.7119.1377"
"9402789","Cognitive behaviour therapy. Patients are more likely to be treated with drugs","Thelander S.","BMJ. 1997 Nov 22;315(7119):1376-7.","Thelander S","BMJ","1997","1997/12/24","PMC2127832","",""
"9402788","Cognitive behaviour therapy. Review was unsystematic","Sharpe M, Wessely S.","BMJ. 1997 Nov 22;315(7119):1376.","Sharpe M","BMJ","1997","1997/12/24","PMC2127828","",""
"9402787","New method for expressing survival in cancer. Use of age specific relative survival is sufficient","Cresswell J.","BMJ. 1997 Nov 22;315(7119):1376.","Cresswell J","BMJ","1997","1997/12/24","PMC2127865","",""
"9402786","New method for expressing survival in cancer. Relation between survival times and patients' age at diagnosis must be taken into account","Marubini E, Mariani L.","BMJ. 1997 Nov 22;315(7119):1375-6.","Marubini E","BMJ","1997","1997/12/24","PMC2127864","",""
"9402785","New method for expressing survival in cancer. New method would be more meaningful to patients than 10 year survival rates","Harrison J.","BMJ. 1997 Nov 22;315(7119):1375.","Harrison J","BMJ","1997","1997/12/24","PMC2127863","",""
"9402784","New method for expressing survival in cancer. Use of percentage of ""normal remaining life"" may be confusing","Tan LB.","BMJ. 1997 Nov 22;315(7119):1375.","Tan LB","BMJ","1997","1997/12/24","PMC2127862","",""
"9402783","Disclosure of clinical audit records in law: risks and possible defences","Womack C, Roger S, Lavin M, Egger M, Smith GD.","BMJ. 1997 Nov 22;315(7119):1369-70. doi: 10.1136/bmj.315.7119.1369.","Womack C","BMJ","1997","1997/12/24","PMC2127859","","10.1136/bmj.315.7119.1369"
"9402782","ABC of palliative care. Depression, anxiety, and confusion","Barraclough J.","BMJ. 1997 Nov 22;315(7119):1365-8. doi: 10.1136/bmj.315.7119.1365.","Barraclough J","BMJ","1997","1997/12/24","PMC2127856","","10.1136/bmj.315.7119.1365"
"9402781","Oxybutynin and cognitive dysfunction","Donnellan CA, Fook L, McDonald P, Playfer JR.","BMJ. 1997 Nov 22;315(7119):1363-4. doi: 10.1136/bmj.315.7119.1363.","Donnellan CA","BMJ","1997","1997/12/24","PMC2127852","","10.1136/bmj.315.7119.1363"
"9402780","Work factors and upper limb disorders","Buckle PW.","BMJ. 1997 Nov 22;315(7119):1360-3. doi: 10.1136/bmj.315.7119.1360.","Buckle PW","BMJ","1997","1997/12/24","PMC2127848","","10.1136/bmj.315.7119.1360"
"9402779","Improving uptake of breast screening in multiethnic populations: a randomised controlled trial using practice reception staff to contact non-attenders","Atri J, Falshaw M, Gregg R, Robson J, Omar RZ, Dixon S.","BMJ. 1997 Nov 22;315(7119):1356-9. doi: 10.1136/bmj.315.7119.1356.","Atri J","BMJ","1997","1997/12/24","PMC2127854","","10.1136/bmj.315.7119.1356"
"9402778","Effect of a strict HLA matching policy on distribution of cadaveric kidney transplants to Indo-Asian and white European recipients: regional study","Higgins RM, West N, Edmunds ME, Dukes DC, Kashi H, Jurewicz A, Lam FT.","BMJ. 1997 Nov 22;315(7119):1354-5. doi: 10.1136/bmj.315.7119.1354.","Higgins RM","BMJ","1997","1997/12/24","PMC2127850","","10.1136/bmj.315.7119.1354"
"9402777","Effectiveness of a regional trauma system in reducing mortality from major trauma: before and after study","Nicholl J, Turner J.","BMJ. 1997 Nov 22;315(7119):1349-54. doi: 10.1136/bmj.315.7119.1349.","Nicholl J","BMJ","1997","1997/12/24","PMC2127846","","10.1136/bmj.315.7119.1349"
"9402776","Commentary: a hypothesis challenged","Rich-Edwards JW, Gillman MW.","BMJ. 1997 Nov 22;315(7119):1348-9. doi: 10.1136/bmj.315.7119.1348.","Rich-Edwards JW","BMJ","1997","1997/12/24","PMC2127841","","10.1136/bmj.315.7119.1348"
"9402775","Does malnutrition in utero determine diabetes and coronary heart disease in adulthood? Results from the Leningrad siege study, a cross sectional study","Stanner SA, Bulmer K, Andrès C, Lantseva OE, Borodina V, Poteen VV, Yudkin JS.","BMJ. 1997 Nov 22;315(7119):1342-8. doi: 10.1136/bmj.315.7119.1342.","Stanner SA","BMJ","1997","1997/12/24","PMC2127836","","10.1136/bmj.315.7119.1342"
"9402774","Randomised trial of octreotide for long term management of cirrhosis after variceal haemorrhage","Jenkins SA, Baxter JN, Critchley M, Kingsnorth AN, Makin CA, Ellenbogen S, Grime JS, Love JG, Sutton R.","BMJ. 1997 Nov 22;315(7119):1338-41. doi: 10.1136/bmj.315.7119.1338.","Jenkins SA","BMJ","1997","1997/12/24","PMC2127833","","10.1136/bmj.315.7119.1338"
"9402773","Association of upper gastrointestinal toxicity of non-steroidal anti-inflammatory drugs with continued exposure: cohort study","MacDonald TM, Morant SV, Robinson GC, Shield MJ, McGilchrist MM, Murray FE, McDevitt DG.","BMJ. 1997 Nov 22;315(7119):1333-7. doi: 10.1136/bmj.315.7119.1333.","MacDonald TM","BMJ","1997","1997/12/24","PMC2127829","","10.1136/bmj.315.7119.1333"
"9402772","Neonatal screening recommended for hearing impairment","Abbasi K.","BMJ. 1997 Nov 22;315(7119):1332.","Abbasi K","BMJ","1997","1997/12/24","","",""
"9402771","GPs will be at heart of overhaul of NHS","Warden J.","BMJ. 1997 Nov 22;315(7119):1331. doi: 10.1136/bmj.315.7119.1327i.","Warden J","BMJ","1997","1997/12/24","","","10.1136/bmj.315.7119.1327i"
"9402770","UK government consults on clinical disputes","Dyer C.","BMJ. 1997 Nov 22;315(7119):1331.","Dyer C","BMJ","1997","1997/12/24","","",""
"9402769","UK needs more cancer specialists","Beecham L.","BMJ. 1997 Nov 22;315(7119):1331. doi: 10.1136/bmj.315.7119.1327g.","Beecham L","BMJ","1997","1997/12/24","","","10.1136/bmj.315.7119.1327g"
"9402768","US hospital mergers threaten reproductive services","Tanne JH.","BMJ. 1997 Nov 22;315(7119):1330. doi: 10.1136/bmj.315.7119.1327f.","Tanne JH","BMJ","1997","1997/12/24","","","10.1136/bmj.315.7119.1327f"
"9402767","Scottish trusts miss cataract surgery targets","Boulton A.","BMJ. 1997 Nov 22;315(7119):1330. doi: 10.1136/bmj.315.7119.1327e.","Boulton A","BMJ","1997","1997/12/24","","","10.1136/bmj.315.7119.1327e"
"9402766","US journal finds lower risk from diet pills","Josefson D.","BMJ. 1997 Nov 22;315(7119):1329.","Josefson D","BMJ","1997","1997/12/24","","",""
"9402765","BMA wants licensing of cannabis to be changed","Mayor S.","BMJ. 1997 Nov 22;315(7119):1329. doi: 10.1136/bmj.315.7119.1327c.","Mayor S","BMJ","1997","1997/12/24","","","10.1136/bmj.315.7119.1327c"
"9402763","Medical decisions must be logically defensible","Dyer C.","BMJ. 1997 Nov 22;315(7119):1327. doi: 10.1136/bmj.315.7119.1327a.","Dyer C","BMJ","1997","1997/12/24","","","10.1136/bmj.315.7119.1327a"
"9402762","Clearing house needed for specialist treatments","Wise J.","BMJ. 1997 Nov 22;315(7119):1327. doi: 10.1136/bmj.315.7119.1327.","Wise J","BMJ","1997","1997/12/24","","","10.1136/bmj.315.7119.1327"
"9402761","Climate change: decision time in Kyoto","Smith R.","BMJ. 1997 Nov 22;315(7119):1326. doi: 10.1136/bmj.315.7119.1326.","Smith R","BMJ","1997","1997/12/24","PMC2127842","","10.1136/bmj.315.7119.1326"
"9402760","UK government fails its first test on public health","Delamothe T.","BMJ. 1997 Nov 22;315(7119):1325-6. doi: 10.1136/bmj.315.7119.1325.","Delamothe T","BMJ","1997","1997/12/24","PMC2127837","","10.1136/bmj.315.7119.1325"
"9402759","Lumbar puncture needn't be a headache","Broadley SA, Fuller GN.","BMJ. 1997 Nov 22;315(7119):1324-5. doi: 10.1136/bmj.315.7119.1324.","Broadley SA","BMJ","1997","1997/12/24","PMC2127844","","10.1136/bmj.315.7119.1324"
"9402758","Commissioning specialist services in the NHS","Black N.","BMJ. 1997 Nov 22;315(7119):1323-4. doi: 10.1136/bmj.315.7119.1323.","Black N","BMJ","1997","1997/12/24","PMC2127839","","10.1136/bmj.315.7119.1323"
"9402757","Emergency medical admissions: taking stock and planning for winter","Blatchford O, Capewell S.","BMJ. 1997 Nov 22;315(7119):1322-3. doi: 10.1136/bmj.315.7119.1322.","Blatchford O","BMJ","1997","1997/12/24","PMC2127835","","10.1136/bmj.315.7119.1322"
"9402756","Regional trauma systems","Yates D.","BMJ. 1997 Nov 22;315(7119):1321-2. doi: 10.1136/bmj.315.7119.1321.","Yates D","BMJ","1997","1997/12/24","PMC2127831","","10.1136/bmj.315.7119.1321"
"9417292","Not all self help groups discourage sick doctors from being members","Armstrong E.","BMJ. 1997 Nov 8;315(7117):1235. doi: 10.1136/bmj.315.7117.1235.","Armstrong E","BMJ","1997","1997/12/11","PMC2127751","","10.1136/bmj.315.7117.1235"
"9393248","Is the clinical course of HIV infection changing? Study's censoring strategy may be source of bias","Cozzi Lepri A, Phillips AN, Pezzotti P, Rezza G.","BMJ. 1997 Nov 8;315(7117):1237. doi: 10.1136/bmj.315.7117.1237.","Cozzi Lepri A","BMJ","1997","1997/12/11","PMC2127753","","10.1136/bmj.315.7117.1237"
"9393247","Is the clinical course of HIV infection changing? Exclusion of people not followed up for 12 months may have biased results","Law MG, Kaldor JM.","BMJ. 1997 Nov 8;315(7117):1236-7.","Law MG","BMJ","1997","1997/12/11","PMC2127759","",""
"9393246","Is the clinical course of HIV infection changing? Finding is disheartening","Porter K.","BMJ. 1997 Nov 8;315(7117):1236. doi: 10.1136/bmj.315.7117.1236a.","Porter K","BMJ","1997","1997/12/11","PMC2127758","","10.1136/bmj.315.7117.1236a"
"9393245","Geriatric depression scale can be used in older people in primary care","Katona CL, Katona PM.","BMJ. 1997 Nov 8;315(7117):1236. doi: 10.1136/bmj.315.7117.1236.","Katona CL","BMJ","1997","1997/12/11","PMC2127762","","10.1136/bmj.315.7117.1236"
"9393244","Communication between GPs and cooperatives is poor for terminally ill patients","Barclay S, Rogers M, Todd C.","BMJ. 1997 Nov 8;315(7117):1235-6. doi: 10.1136/bmj.315.7117.1235b.","Barclay S","BMJ","1997","1997/12/11","PMC2127743","","10.1136/bmj.315.7117.1235b"
"9393243","Incidence of gastrointestinal side effects due to alendronate is high in clinical practice","Kelly R, Taggart H.","BMJ. 1997 Nov 8;315(7117):1235. doi: 10.1136/bmj.315.7117.1235a.","Kelly R","BMJ","1997","1997/12/11","PMC2127746","","10.1136/bmj.315.7117.1235a"
"9393242","In screening for breast cancer, clinical examination is as effective as mammography","Mittra I.","BMJ. 1997 Nov 8;315(7117):1234-5.","Mittra I","BMJ","1997","1997/12/11","PMC2127774","",""
"9393241","Death rates from childhood leukaemia near nuclear sites. Number of deaths in Newbury area is not increased","Bolger PG.","BMJ. 1997 Nov 8;315(7117):1234.","Bolger PG","BMJ","1997","1997/12/11","PMC2127754","",""
"9393240","Death rates from childhood leukaemia near nuclear sites. Place of residence at diagnosis and at death may be different","Barton C.","BMJ. 1997 Nov 8;315(7117):1234.","Barton C","BMJ","1997","1997/12/11","PMC2127755","",""
"9393239","Death rates from childhood leukaemia near nuclear sites. Findings were probably due to chance fluctuations in small numbers of deaths","Draper GJ, Vincent TJ.","BMJ. 1997 Nov 8;315(7117):1233; author reply 1234.","Draper GJ","BMJ","1997","1997/12/11","PMC2127773","",""
"9393238","Death rates from childhood leukaemia near nuclear sites. Epidemiological studies must define their cohort objectively","Atkinson WD, Carpenter BC.","BMJ. 1997 Nov 8;315(7117):1233; author reply 1234.","Atkinson WD","BMJ","1997","1997/12/11","PMC2127756","",""
"9393237","Death rates from childhood leukaemia near nuclear sites. Other studies showed that radiation levels in Newbury area were low","Crofts JA, Sallit GC.","BMJ. 1997 Nov 8;315(7117):1232-3.","Crofts JA","BMJ","1997","1997/12/11","PMC2127747","",""
"9393236","Death rates from childhood leukaemia near nuclear sites. Numbers of observed deaths were closer to those expected after known risk factors were allowed for","Dickinson HO, Dummer TJ, Pearce MS.","BMJ. 1997 Nov 8;315(7117):1232; author reply 1234.","Dickinson HO","BMJ","1997","1997/12/11","PMC2127779","",""
"9393235","The real ethics of rationing. Conflict between private and national interests within NHS needs scrutinising","Powell DE.","BMJ. 1997 Nov 8;315(7117):1231-2.","Powell DE","BMJ","1997","1997/12/11","PMC2127777","",""
"9393234","The real ethics of rationing. Doctors should not be penalised for doing private work in spare time","Chinegwundoh F.","BMJ. 1997 Nov 8;315(7117):1231.","Chinegwundoh F","BMJ","1997","1997/12/11","PMC2127744","",""
"9393233","The real ethics of rationing. Purchasers, not surgeons, control waiting lists","Hamilton JR.","BMJ. 1997 Nov 8;315(7117):1231.","Hamilton JR","BMJ","1997","1997/12/11","PMC2127761","",""
"9393232","Life span: conception to adolescence","Craft N.","BMJ. 1997 Nov 8;315(7117):1227-30. doi: 10.1136/bmj.315.7117.1227.","Craft N","BMJ","1997","1997/12/11","PMC2127749","","10.1136/bmj.315.7117.1227"
"9393231","Case finding for the fragile X syndrome and its consequences","Turner G, Robinson H, Wake S, Laing S, Partington M.","BMJ. 1997 Nov 8;315(7117):1223-6. doi: 10.1136/bmj.315.7117.1223.","Turner G","BMJ","1997","1997/12/11","PMC2127776","","10.1136/bmj.315.7117.1223"
"9393230","ABC of palliative care. Anorexia, cachexia, and nutrition","Bruera E.","BMJ. 1997 Nov 8;315(7117):1219-22. doi: 10.1136/bmj.315.7117.1219.","Bruera E","BMJ","1997","1997/12/11","PMC2127742","","10.1136/bmj.315.7117.1219"
"9393229","Recent advances. Care of near term infants with respiratory failure","Barrington KJ, Finer NN.","BMJ. 1997 Nov 8;315(7117):1215-8. doi: 10.1136/bmj.315.7117.1215.","Barrington KJ","BMJ","1997","1997/12/11","PMC2127768","","10.1136/bmj.315.7117.1215"
"9393228","Influence of patients' expectations on antibiotic management of acute lower respiratory tract illness in general practice: questionnaire study","Macfarlane J, Holmes W, Macfarlane R, Britten N.","BMJ. 1997 Nov 8;315(7117):1211-4. doi: 10.1136/bmj.315.7117.1211.","Macfarlane J","BMJ","1997","1997/12/11","PMC2127752","","10.1136/bmj.315.7117.1211"
"9393227","Prospective case-control study of role of infection in patients who reconsult after initial antibiotic treatment for lower respiratory tract infection in primary care","Macfarlane J, Prewett J, Rose D, Gard P, Cunningham R, Saikku P, Euden S, Myint S.","BMJ. 1997 Nov 8;315(7117):1206-10. doi: 10.1136/bmj.315.7117.1206.","Macfarlane J","BMJ","1997","1997/12/11","PMC2127769","","10.1136/bmj.315.7117.1206"
"9393226","Why are babies getting heavier? Comparison of Scottish births from 1980 to 1992","Bonellie SR, Raab GM.","BMJ. 1997 Nov 8;315(7117):1205. doi: 10.1136/bmj.315.7117.1205.","Bonellie SR","BMJ","1997","1997/12/11","PMC2127775","","10.1136/bmj.315.7117.1205"
"9393225","Dentists' agreement on treatment of asymptomatic impacted third molar teeth: interview study","Jones CM, O'Brien K, Blinkhorn AS, Rood JP.","BMJ. 1997 Nov 8;315(7117):1204. doi: 10.1136/bmj.315.7117.1204.","Jones CM","BMJ","1997","1997/12/11","PMC2127745","","10.1136/bmj.315.7117.1204"
"9393224","Aseptic meningitis associated with high dose immunoglobulin: case report","Picton P, Chisholm M.","BMJ. 1997 Nov 8;315(7117):1203-4. doi: 10.1136/bmj.315.7117.1203.","Picton P","BMJ","1997","1997/12/11","PMC2127757","","10.1136/bmj.315.7117.1203"
"9393223","What investigations and procedures do patients in hospices want? Interview based survey of patients and their nurses","Meystre CJ, Burley NM, Ahmedzai S.","BMJ. 1997 Nov 8;315(7117):1202-3. doi: 10.1136/bmj.315.7117.1202.","Meystre CJ","BMJ","1997","1997/12/11","PMC2127750","","10.1136/bmj.315.7117.1202"
"9393222","Helicobacter pylori infection and mortality from ischaemic heart disease: negative result from a large, prospective study","Wald NJ, Law MR, Morris JK, Bagnall AM.","BMJ. 1997 Nov 8;315(7117):1199-201. doi: 10.1136/bmj.315.7117.1199.","Wald NJ","BMJ","1997","1997/12/11","PMC2127748","","10.1136/bmj.315.7117.1199"
"9393221","Impact of new antiretroviral combination therapies in HIV infected patients in Switzerland: prospective multicentre study. Swiss HIV Cohort Study","Egger M, Hirschel B, Francioli P, Sudre P, Wirz M, Flepp M, Rickenbach M, Malinverni R, Vernazza P, Battegay M.","BMJ. 1997 Nov 8;315(7117):1194-9. doi: 10.1136/bmj.315.7117.1194.","Egger M","BMJ","1997","1997/12/11","PMC2127760","","10.1136/bmj.315.7117.1194"
"9393220","Birth weight of offspring and mortality in the Renfrew and Paisley study: prospective observational study","Davey Smith G, Hart C, Ferrell C, Upton M, Hole D, Hawthorne V, Watt G.","BMJ. 1997 Nov 8;315(7117):1189-93. doi: 10.1136/bmj.315.7117.1189.","Davey Smith G","BMJ","1997","1997/12/11","PMC2127772","","10.1136/bmj.315.7117.1189"
"9393219","Cancer in the offspring of radiation workers: a record linkage study","Draper GJ, Little MP, Sorahan T, Kinlen LJ, Bunch KJ, Conquest AJ, Kendall GM, Kneale GW, Lancashire RJ, Muirhead CR, O'Connor CM, Vincent TJ.","BMJ. 1997 Nov 8;315(7117):1181-8.","Draper GJ","BMJ","1997","1997/12/11","PMC2127770","",""
"9393218","Court confirms right to palliative treatment for mental distress","Dyer C.","BMJ. 1997 Nov 8;315(7117):1178.","Dyer C","BMJ","1997","1997/12/11","PMC2127778","",""
"9393217","GMC accused of prejudicing doctors' defence","Dyer C.","BMJ. 1997 Nov 8;315(7117):1177. doi: 10.1136/bmj.315.7117.1177.","Dyer C","BMJ","1997","1997/12/11","PMC2127763","","10.1136/bmj.315.7117.1177"
"9393216","Replacing the NHS market","Ham C.","BMJ. 1997 Nov 8;315(7117):1175-6. doi: 10.1136/bmj.315.7117.1175.","Ham C","BMJ","1997","1997/12/11","PMC2127765","","10.1136/bmj.315.7117.1175"
"9393215","Screening for fragile X syndrome: a model for genetic disorders?","Barnicoat A.","BMJ. 1997 Nov 8;315(7117):1174-5. doi: 10.1136/bmj.315.7117.1174.","Barnicoat A","BMJ","1997","1997/12/11","PMC2127767","","10.1136/bmj.315.7117.1174"
"9393214","The use or uselessness of annual public health reports","Scally G.","BMJ. 1997 Nov 8;315(7117):1173-4. doi: 10.1136/bmj.315.7117.1173.","Scally G","BMJ","1997","1997/12/11","PMC2127780","","10.1136/bmj.315.7117.1173"
"9393213","The health of gypsies","McKee M.","BMJ. 1997 Nov 8;315(7117):1172-3. doi: 10.1136/bmj.315.7117.1172.","McKee M","BMJ","1997","1997/12/11","PMC2127766","","10.1136/bmj.315.7117.1172"
"9393212","Ion channels","Laniado ME, Abel PD, Lalani el-N.","BMJ. 1997 Nov 8;315(7117):1171-2. doi: 10.1136/bmj.315.7117.1171.","Laniado ME","BMJ","1997","1997/12/11","PMC2127771","","10.1136/bmj.315.7117.1171"
"9390087","Multidrug resistant tuberculosis and HIV: a personal experience","Mayho P.","BMJ. 1997 Nov 15;315(7118):1317. doi: 10.1136/bmj.315.7118.1317.","Mayho P","BMJ","1997","1997/12/09","PMC2127784","","10.1136/bmj.315.7118.1317"
"9390086","If a wound is ""neatly incised"" it is not a laceration","Milroy CM, Rutty GN.","BMJ. 1997 Nov 15;315(7118):1312. doi: 10.1136/bmj.315.7118.1312a.","Milroy CM","BMJ","1997","1997/12/09","PMC2127790","","10.1136/bmj.315.7118.1312a"
"9390085","Anaesthetists in Poland are on hunger strike","Eatock CR, Laurie PS, Sanders RS, Thornley BA, Wait CM, Wareham CA, Willatts DG.","BMJ. 1997 Nov 15;315(7118):1312. doi: 10.1136/bmj.315.7118.1312.","Eatock CR","BMJ","1997","1997/12/09","PMC2127799","","10.1136/bmj.315.7118.1312"
"9390084","Changing face of ectopic pregnancy. Each centre should validate diagnostic algorithms for its own patients","Sowter M, Farquhar C.","BMJ. 1997 Nov 15;315(7118):1312.","Sowter M","BMJ","1997","1997/12/09","PMC2127825","",""
"9390083","Changing face of ectopic pregnancy. Medical treatment of ectopic pregnancy preserves reproductive potential","Gazvani MR, Aird I, Wood SJ, Thomson AJ, Kingsland CR.","BMJ. 1997 Nov 15;315(7118):1311-2. doi: 10.1136/bmj.315.7118.1311a.","Gazvani MR","BMJ","1997","1997/12/09","PMC2127820","","10.1136/bmj.315.7118.1311a"
"9390082","Pigeon fancier's lung. Pigeon racers will not want to reduce time spent in lofts","Leung D.","BMJ. 1997 Nov 15;315(7118):1311.","Leung D","BMJ","1997","1997/12/09","PMC2127811","",""
"9390081","Pigeon fancier's lung. Current methodology is not sensitive enough to monitor effectiveness of avoidance measures","Ward AM, White PA.","BMJ. 1997 Nov 15;315(7118):1311. doi: 10.1136/bmj.315.7118.1311.","Ward AM","BMJ","1997","1997/12/09","PMC2127800","","10.1136/bmj.315.7118.1311"
"9390080","General practitioners want to know whether a treatment works and is safe in practice","Bollag U.","BMJ. 1997 Nov 15;315(7118):1310-1.","Bollag U","BMJ","1997","1997/12/09","PMC2127797","",""
"9390079","New connections between medical knowledge and patient care. Information technology has much to offer certain aspects of health care","Hutchon DJ.","BMJ. 1997 Nov 15;315(7118):1310.","Hutchon DJ","BMJ","1997","1997/12/09","PMC2127824","",""
"9390078","New connections between medical knowledge and patient care. Patients in most need of medical attention are least able to operate computers","Edwards J.","BMJ. 1997 Nov 15;315(7118):1310.","Edwards J","BMJ","1997","1997/12/09","PMC2127815","",""
"9390077","New connections between medical knowledge and patient care. Intervention of health professionals acts as an inductance, not as a resistor","Kernick DP.","BMJ. 1997 Nov 15;315(7118):1310.","Kernick DP","BMJ","1997","1997/12/09","PMC2127782","",""
"9390076","New connections between medical knowledge and patient care. Human condition is full of decisions that aren't simple yes/no decisions","Carty AT.","BMJ. 1997 Nov 15;315(7118):1309-10. doi: 10.1136/bmj.315.7118.1309b.","Carty AT","BMJ","1997","1997/12/09","PMC2127808","","10.1136/bmj.315.7118.1309b"
"9390075","Determining precise role of ethnicity in disease will be difficult","Walker AR, Segal I.","BMJ. 1997 Nov 15;315(7118):1309. doi: 10.1136/bmj.315.7118.1309a.","Walker AR","BMJ","1997","1997/12/09","PMC2127816","","10.1136/bmj.315.7118.1309a"
"9390074","Study to predict which elderly patients will fall shows difficulties in deriving and validating a model","Altman DG.","BMJ. 1997 Nov 15;315(7118):1309. doi: 10.1136/bmj.315.7118.1309.","Altman DG","BMJ","1997","1997/12/09","PMC2127787","","10.1136/bmj.315.7118.1309"
"9390073","Resuscitation. Resuscitation Council (UK) wants everyone who uses new recovery position to report experiences","Handley AJ.","BMJ. 1997 Nov 15;315(7118):1308.","Handley AJ","BMJ","1997","1997/12/09","PMC2127791","",""
"9390072","Resuscitation. New advisory statements on life support have been published","Donnelly PD, Chamberlain D, Handley AJ, Assar D, Lester CA.","BMJ. 1997 Nov 15;315(7118):1308.","Donnelly PD","BMJ","1997","1997/12/09","PMC2127796","",""
"9390071","Discontinuation of cervical spine immobilisation. In children, cord injury may be present despite normal radiographic appearances","Lloyd DA.","BMJ. 1997 Nov 15;315(7118):1308.","Lloyd DA","BMJ","1997","1997/12/09","PMC2127818","",""
"9390070","Discontinuation of cervical spine immobilisation. Immobilisation should not be discontinued in unconscious patients","Collier AM.","BMJ. 1997 Nov 15;315(7118):1307-8.","Collier AM","BMJ","1997","1997/12/09","PMC2127804","",""
"9390069","Unsupervised surgical training. Other specialties can learn from level of supervision of surgical training","O'Riordan DC, Shaper N.","BMJ. 1997 Nov 15;315(7118):1307.","O'Riordan DC","BMJ","1997","1997/12/09","PMC2127807","",""
"9390068","Unsupervised surgical training. Surgical training teaches surgical method, surgical anatomy, and operative skills","Notley RG.","BMJ. 1997 Nov 15;315(7118):1307.","Notley RG","BMJ","1997","1997/12/09","PMC2127810","",""
"9390067","Unsupervised surgical training. Logbooks are essential for assessing progress","Galasko C, Mackay C.","BMJ. 1997 Nov 15;315(7118):1306-7. doi: 10.1136/bmj.315.7118.1306a.","Galasko C","BMJ","1997","1997/12/09","PMC2127805","","10.1136/bmj.315.7118.1306a"
