PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"4635028","Technic of lumbar puncture","Vandam LD.","N Engl J Med. 1972 Dec 28;287(26):1358. doi: 10.1056/NEJM197212282872621.","Vandam LD","N Engl J Med","1972","1972/12/28","","","10.1056/NEJM197212282872621"
"4183712","IgE (gamma E) globulins","","N Engl J Med. 1969 Aug 28;281(9):502-4. doi: 10.1056/NEJM196908282810912.","","N Engl J Med","1969","1969/08/28","","","10.1056/NEJM196908282810912"
"4183711","Immunoglobulin E deficiency in ataxia-telangiectasia","Ammann AJ, Cain WA, Ishizaka K, Hong R, Good RA.","N Engl J Med. 1969 Aug 28;281(9):469-72. doi: 10.1056/NEJM196908282810904.","Ammann AJ","N Engl J Med","1969","1969/08/28","","","10.1056/NEJM196908282810904"
"4183710","Correlation of milk precipitins with IgA deficiency","Buckley RH, Dees SC.","N Engl J Med. 1969 Aug 28;281(9):465-9. doi: 10.1056/NEJM196908282810903.","Buckley RH","N Engl J Med","1969","1969/08/28","","","10.1056/NEJM196908282810903"
"5797196","Ladies, put your serum in a bank","Cass VM, Daniels J, MacCready RA.","N Engl J Med. 1969 Aug 21;281(8):448-9. doi: 10.1056/nejm196908212810819.","Cass VM","N Engl J Med","1969","1969/08/21","","","10.1056/nejm196908212810819"
"5797195","Lymphatic leukemia for perhaps 28 years","Stevens AR Jr.","N Engl J Med. 1969 Aug 21;281(8):448. doi: 10.1056/NEJM196908212810818.","Stevens AR Jr","N Engl J Med","1969","1969/08/21","","","10.1056/NEJM196908212810818"
"5797194","Hallucinations associated with pentazocine","Edison GR.","N Engl J Med. 1969 Aug 21;281(8):447-8. doi: 10.1056/nejm196908212810817.","Edison GR","N Engl J Med","1969","1969/08/21","","","10.1056/nejm196908212810817"
"5797193","Hyperglycemic effect of diphenylhydantoin","Millichap JG.","N Engl J Med. 1969 Aug 21;281(8):447. doi: 10.1056/NEJM196908212810816.","Millichap JG","N Engl J Med","1969","1969/08/21","","","10.1056/NEJM196908212810816"
"5797192","Ophthalmodynamometry","Wunsh SE.","N Engl J Med. 1969 Aug 21;281(8):446.","Wunsh SE","N Engl J Med","1969","1969/08/21","","",""
"5797191","Allied health personnel and their employment for the improvement of medical care","Darley W.","N Engl J Med. 1969 Aug 21;281(8):443-5. doi: 10.1056/NEJM196908212810812.","Darley W","N Engl J Med","1969","1969/08/21","","","10.1056/NEJM196908212810812"
"5797190","Wrong idea, good results (the lactulose story)","Haemmerli UP, Bircher J.","N Engl J Med. 1969 Aug 21;281(8):441-2. doi: 10.1056/NEJM196908212810810.","Haemmerli UP","N Engl J Med","1969","1969/08/21","","","10.1056/NEJM196908212810810"
"5797189","Consequences of intestinal resection","Kern F Jr.","N Engl J Med. 1969 Aug 21;281(8):440-1. doi: 10.1056/NEJM196908212810809.","Kern F Jr","N Engl J Med","1969","1969/08/21","","","10.1056/NEJM196908212810809"
"5797188","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 34-1969","","N Engl J Med. 1969 Aug 21;281(8):434-9. doi: 10.1056/NEJM196908212810808.","","N Engl J Med","1969","1969/08/21","","","10.1056/NEJM196908212810808"
"5797187","Mitral regurgitation: physiologic, clinical and surgical considerations","Braunwald E.","N Engl J Med. 1969 Aug 21;281(8):425-33. doi: 10.1056/NEJM196908212810807.","Braunwald E","N Engl J Med","1969","1969/08/21","","","10.1056/NEJM196908212810807"
"5797186","Paraplegia after resection of aneurysms of the abdominal aorta","Skillman JJ, Zervas NT, Weintraub RM, Mayman CI.","N Engl J Med. 1969 Aug 21;281(8):422-5. doi: 10.1056/NEJM196908212810806.","Skillman JJ","N Engl J Med","1969","1969/08/21","","","10.1056/NEJM196908212810806"
"5797185","The university and primary medical care","Haggerty RJ.","N Engl J Med. 1969 Aug 21;281(8):416-22. doi: 10.1056/NEJM196908212810805.","Haggerty RJ","N Engl J Med","1969","1969/08/21","","","10.1056/NEJM196908212810805"
"5797184","Epidemic giardiasis at a ski resort","Moore GT, Cross WM, McGuire D, Mollohan CS, Gleason NN, Healy GR, Newton LH.","N Engl J Med. 1969 Aug 21;281(8):402-7. doi: 10.1056/NEJM196908212810802.","Moore GT","N Engl J Med","1969","1969/08/21","","","10.1056/NEJM196908212810802"
"4978845","Pathophysiology of parkinsonian tremor","Joffroy AJ.","N Engl J Med. 1969 Aug 21;281(8):446-7. doi: 10.1056/NEJM196908212810814.","Joffroy AJ","N Engl J Med","1969","1969/08/21","","","10.1056/NEJM196908212810814"
"4978844","Chemical weapons on the home front","Pearlman AL.","N Engl J Med. 1969 Aug 21;281(8):442-3. doi: 10.1056/NEJM196908212810811.","Pearlman AL","N Engl J Med","1969","1969/08/21","","","10.1056/NEJM196908212810811"
"4894465","Contact dermatitis due to 1-chloroacetophenone and chemical mace","Penneys NS, Israel RM, Indgin SM.","N Engl J Med. 1969 Aug 21;281(8):413-5. doi: 10.1056/NEJM196908212810804.","Penneys NS","N Engl J Med","1969","1969/08/21","","","10.1056/NEJM196908212810804"
"4894464","Lactulose in the treatment of chronic portal-systemic encephalopathy. A double-blind clinical trial","Elkington SG, Floch MH, Conn HO.","N Engl J Med. 1969 Aug 21;281(8):408-12. doi: 10.1056/NEJM196908212810803.","Elkington SG","N Engl J Med","1969","1969/08/21","","","10.1056/NEJM196908212810803"
"4894463","Cholestyramine treatment of diarrhea associated with ileal resection","Hofmann AF, Poley JR.","N Engl J Med. 1969 Aug 21;281(8):397-402. doi: 10.1056/NEJM196908212810801.","Hofmann AF","N Engl J Med","1969","1969/08/21","","","10.1056/NEJM196908212810801"
"5798673","Alcoholic rust","","N Engl J Med. 1969 Aug 14;281(7):384-5. doi: 10.1056/NEJM196908142810710.","","N Engl J Med","1969","1969/08/14","","","10.1056/NEJM196908142810710"
"5794317","Pentazocine dependence","Rosenblatt MM.","N Engl J Med. 1969 Aug 14;281(7):391.","Rosenblatt MM","N Engl J Med","1969","1969/08/14","","",""
"5794316","Methadone treatment of addicts","Jonas S.","N Engl J Med. 1969 Aug 14;281(7):391. doi: 10.1056/NEJM196908142810719.","Jonas S","N Engl J Med","1969","1969/08/14","","","10.1056/NEJM196908142810719"
"5794315","Methadone treatment of addicts","Myerson DJ.","N Engl J Med. 1969 Aug 14;281(7):390-1.","Myerson DJ","N Engl J Med","1969","1969/08/14","","",""
"5794314","Electrical hazards for cardiac patients","Ross RS.","N Engl J Med. 1969 Aug 14;281(7):390. doi: 10.1056/NEJM196908142810718.","Ross RS","N Engl J Med","1969","1969/08/14","","","10.1056/NEJM196908142810718"
"5794313","Problems of youth: teenage alienation and drug taking","","N Engl J Med. 1969 Aug 14;281(7):388-9. doi: 10.1056/NEJM196908142810714.","","N Engl J Med","1969","1969/08/14","","","10.1056/NEJM196908142810714"
"5794312","The foggy poll","Ingelfinger FJ.","N Engl J Med. 1969 Aug 14;281(7):386-7. doi: 10.1056/NEJM196908142810712.","Ingelfinger FJ","N Engl J Med","1969","1969/08/14","","","10.1056/NEJM196908142810712"
"5794311","Parental diabetes and the child","Farquhar JW.","N Engl J Med. 1969 Aug 14;281(7):385-6. doi: 10.1056/NEJM196908142810711.","Farquhar JW","N Engl J Med","1969","1969/08/14","","","10.1056/NEJM196908142810711"
"5794310","Packed red blood cells","Chaplin H Jr.","N Engl J Med. 1969 Aug 14;281(7):364-7. doi: 10.1056/NEJM196908142810707.","Chaplin H Jr","N Engl J Med","1969","1969/08/14","","","10.1056/NEJM196908142810707"
"5794309","On the care and feeding of the faculty. A responsibility for students","Engel GL.","N Engl J Med. 1969 Aug 14;281(7):351-5. doi: 10.1056/NEJM196908142810705.","Engel GL","N Engl J Med","1969","1969/08/14","","","10.1056/NEJM196908142810705"
"5794308","Clinical and chemical diabetes in offspring of diabetic couples","Kahn CB, Soeldner JS, Gleason RE, Rojas L, Camerini-Davalos RA, Marble A.","N Engl J Med. 1969 Aug 14;281(7):343-7. doi: 10.1056/NEJM196908142810703.","Kahn CB","N Engl J Med","1969","1969/08/14","","","10.1056/NEJM196908142810703"
"5794307","Hematologic effects of alcohol in man in the absence of nutritional deficiency","Lindenbaum J, Lieber CS.","N Engl J Med. 1969 Aug 14;281(7):333-8. doi: 10.1056/NEJM196908142810701.","Lindenbaum J","N Engl J Med","1969","1969/08/14","","","10.1056/NEJM196908142810701"
"5306145","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 33-1969","","N Engl J Med. 1969 Aug 14;281(7):375-83. doi: 10.1056/NEJM196908142810709.","","N Engl J Med","1969","1969/08/14","","","10.1056/NEJM196908142810709"
"4893705","Henry Rouse Viets, 1890-1969","","N Engl J Med. 1969 Aug 14;281(7):387-8. doi: 10.1056/NEJM196908142810713.","","N Engl J Med","1969","1969/08/14","","","10.1056/NEJM196908142810713"
"4893704","Hyperparathyroidism","Goldsmith RS.","N Engl J Med. 1969 Aug 14;281(7):367-74. doi: 10.1056/NEJM196908142810708.","Goldsmith RS","N Engl J Med","1969","1969/08/14","","","10.1056/NEJM196908142810708"
"4893703","Localization of parathyroid adenomas by selective venous catheterization and radioimmunoassay","Reitz RE, Pollard JJ, Wang CA, Fleischli DJ, Cope O, Murray TM, Deftos LJ, Potts JT Jr.","N Engl J Med. 1969 Aug 14;281(7):348-51. doi: 10.1056/NEJM196908142810704.","Reitz RE","N Engl J Med","1969","1969/08/14","","","10.1056/NEJM196908142810704"
"4307467","Urologic surgery","Fraley EE, Paulson DF.","N Engl J Med. 1969 Aug 14;281(7):355-64. doi: 10.1056/NEJM196908142810706.","Fraley EE","N Engl J Med","1969","1969/08/14","","","10.1056/NEJM196908142810706"
"4240150","Beta-galactosidase deficiency in the hurler syndrome","MacBrinn M, Okada S, Woollacott M, Patel V, Ho MW, Tappel AL, O'Brien JS.","N Engl J Med. 1969 Aug 14;281(7):338-43. doi: 10.1056/NEJM196908142810702.","MacBrinn M","N Engl J Med","1969","1969/08/14","","","10.1056/NEJM196908142810702"
"5815696","Placental transfer of tritiated-1-delta-9-tetrhydrocannabinol","Idänpään-Heikkilä J, Fritchie GE, Englert LF, Ho BT, McIsaac WM.","N Engl J Med. 1969 Aug 7;281(6):330.","Idänpään-Heikkilä J","N Engl J Med","1969","1969/08/07","","",""
"5793215","Pharmacists in splendid isolation","Crosby DJ.","N Engl J Med. 1969 Aug 7;281(6):331-2.","Crosby DJ","N Engl J Med","1969","1969/08/07","","",""
"5793214","Disulfiram-metronidazole","Rothstein E, Clancy DD.","N Engl J Med. 1969 Aug 7;281(6):331.","Rothstein E","N Engl J Med","1969","1969/08/07","","",""
"5793213","Normal ranges de-emphasized","Hamburger JI.","N Engl J Med. 1969 Aug 7;281(6):331. doi: 10.1056/NEJM196908072810624.","Hamburger JI","N Engl J Med","1969","1969/08/07","","","10.1056/NEJM196908072810624"
"5793212","Carotid sinus and angina pectoris","Freedberg AS.","N Engl J Med. 1969 Aug 7;281(6):330-1. doi: 10.1056/NEJM196908072810621.","Freedberg AS","N Engl J Med","1969","1969/08/07","","","10.1056/NEJM196908072810621"
"5793211","The spectrum of impaired phagocyte function","Douglas SD, Davis WC, Fudenberg HH.","N Engl J Med. 1969 Aug 7;281(6):329-30. doi: 10.1056/nejm196908072810619.","Douglas SD","N Engl J Med","1969","1969/08/07","","","10.1056/nejm196908072810619"
"5793210","Disseminated intravascular coagulation","Dvorak HF.","N Engl J Med. 1969 Aug 7;281(6):329.","Dvorak HF","N Engl J Med","1969","1969/08/07","","",""
"5793209","Disseminated intravascular coagulation","Busse JM.","N Engl J Med. 1969 Aug 7;281(6):329.","Busse JM","N Engl J Med","1969","1969/08/07","","",""
"5793208","Reaction to rapidly infused AHF cryoprecipitate","Clapp R, Green D.","N Engl J Med. 1969 Aug 7;281(6):329. doi: 10.1056/nejm196908072810617.","Clapp R","N Engl J Med","1969","1969/08/07","","","10.1056/nejm196908072810617"
"5793207","Underzealous replacement of blood","Rush BF Jr.","N Engl J Med. 1969 Aug 7;281(6):328-9.","Rush BF Jr","N Engl J Med","1969","1969/08/07","","",""
"5793206","Underzealous replacement of blood","Carey JS.","N Engl J Med. 1969 Aug 7;281(6):328.","Carey JS","N Engl J Med","1969","1969/08/07","","",""
"5793205","Measurement of blood glucose","Wenk RE.","N Engl J Med. 1969 Aug 7;281(6):328. doi: 10.1056/NEJM196908072810615.","Wenk RE","N Engl J Med","1969","1969/08/07","","","10.1056/NEJM196908072810615"
"5793204","More good (i.e., practical) reviews?","Ingelfinger FJ.","N Engl J Med. 1969 Aug 7;281(6):326-7. doi: 10.1056/NEJM196908072810613.","Ingelfinger FJ","N Engl J Med","1969","1969/08/07","","","10.1056/NEJM196908072810613"
"5793203","Case records of the Massachusetts General Hospital. Weekly clinicopathologial exercises. Case 32-1969","","N Engl J Med. 1969 Aug 7;281(6):314-23. doi: 10.1056/NEJM196908072810610.","","N Engl J Med","1969","1969/08/07","","","10.1056/NEJM196908072810610"
"5793202","Medical malpractice in diagnosis","Curran WJ.","N Engl J Med. 1969 Aug 7;281(6):312-3. doi: 10.1056/NEJM196908072810609.","Curran WJ","N Engl J Med","1969","1969/08/07","","","10.1056/NEJM196908072810609"
"5793201","Probable extensive ischemic damage of the small bowel with spontaneous recovery","Kodsi BE.","N Engl J Med. 1969 Aug 7;281(6):309-10. doi: 10.1056/NEJM196908072810607.","Kodsi BE","N Engl J Med","1969","1969/08/07","","","10.1056/NEJM196908072810607"
"5793200","Regional enteritis and glucose-6-phosphate dehydrogenase deficiency","Katsaros D, Truelove SC.","N Engl J Med. 1969 Aug 7;281(6):295-6. doi: 10.1056/NEJM196908072810604.","Katsaros D","N Engl J Med","1969","1969/08/07","","","10.1056/NEJM196908072810604"
"5793199","The nature of benign strictures in ulcerative colitis","Goulston SJ, McGovern VJ.","N Engl J Med. 1969 Aug 7;281(6):290-5. doi: 10.1056/NEJM196908072810603.","Goulston SJ","N Engl J Med","1969","1969/08/07","","","10.1056/NEJM196908072810603"
"4978371","A perspective on Medicaid","Levey S.","N Engl J Med. 1969 Aug 7;281(6):297-301. doi: 10.1056/NEJM196908072810605.","Levey S","N Engl J Med","1969","1969/08/07","","","10.1056/NEJM196908072810605"
"4894568","Neuropsychopharmacology and the affective disorders. (Third of three parts)","Schildkraut JJ.","N Engl J Med. 1969 Aug 7;281(6):302-8 concl. doi: 10.1056/NEJM196908072810606.","Schildkraut JJ","N Engl J Med","1969","1969/08/07","","","10.1056/NEJM196908072810606"
"4893477","Donald Darrow Matson","","N Engl J Med. 1969 Aug 7;281(6):327-8. doi: 10.1056/NEJM196908072810614.","","N Engl J Med","1969","1969/08/07","","","10.1056/NEJM196908072810614"
"4893476","Salmonella arteritis--preoperative diagnosis and cure of salmonella typhimurium aortic aneurysm","Meade RH 3rd, Moran JM.","N Engl J Med. 1969 Aug 7;281(6):310-2. doi: 10.1056/NEJM196908072810608.","Meade RH 3rd","N Engl J Med","1969","1969/08/07","","","10.1056/NEJM196908072810608"
"4183176","Muscle abnormality in ulcerative colitis","Morson BC.","N Engl J Med. 1969 Aug 7;281(6):325-6. doi: 10.1056/NEJM196908072810612.","Morson BC","N Engl J Med","1969","1969/08/07","","","10.1056/NEJM196908072810612"
"4183175","Lymphocytopenogenic lymphocytotoxins","Schwartz RS.","N Engl J Med. 1969 Aug 7;281(6):324-5. doi: 10.1056/NEJM196908072810611.","Schwartz RS","N Engl J Med","1969","1969/08/07","","","10.1056/NEJM196908072810611"
"4183174","Recurrent infections, episodic lymphopenia and impaired cellular immunity","Kretschmer R, August CS, Rosen FS, Janeway CA.","N Engl J Med. 1969 Aug 7;281(6):285-90. doi: 10.1056/NEJM196908072810602.","Kretschmer R","N Engl J Med","1969","1969/08/07","","","10.1056/NEJM196908072810602"
"4183173","Heterozygous and homozygous alpha1-antitrypsin deficiency in patients with pulmonary emphysema","Lieberman J.","N Engl J Med. 1969 Aug 7;281(6):279-84. doi: 10.1056/NEJM196908072810601.","Lieberman J","N Engl J Med","1969","1969/08/07","","","10.1056/NEJM196908072810601"
"5815391","New England's venomous mammal","Chadwick JB.","N Engl J Med. 1969 Jul 31;281(5):274. doi: 10.1056/nejm196907312810523.","Chadwick JB","N Engl J Med","1969","1969/07/31","","","10.1056/nejm196907312810523"
"5791307","Abortion and guffaws for chastity","Brown J 2nd.","N Engl J Med. 1969 Jul 31;281(5):276.","Brown J 2nd","N Engl J Med","1969","1969/07/31","","",""
"5791306","Abortion and guffaws for chastity","Werman DS.","N Engl J Med. 1969 Jul 31;281(5):276.","Werman DS","N Engl J Med","1969","1969/07/31","","",""
"5791305","Abortion, and guffaws for chastity","Moss NI.","N Engl J Med. 1969 Jul 31;281(5):275-6. doi: 10.1056/nejm196907312810527.","Moss NI","N Engl J Med","1969","1969/07/31","","","10.1056/nejm196907312810527"
"5791304","""C2 disease"" --a negative opinion","Rothstein E.","N Engl J Med. 1969 Jul 31;281(5):275.","Rothstein E","N Engl J Med","1969","1969/07/31","","",""
"5791303","Monosodium glutamate","Byck R, Schaumburg HH.","N Engl J Med. 1969 Jul 31;281(5):275. doi: 10.1056/NEJM196907312810526.","Byck R","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810526"
"5791302","Insecticide poisoning","Perron R, Johnson BB.","N Engl J Med. 1969 Jul 31;281(5):274-5. doi: 10.1056/nejm196907312810524.","Perron R","N Engl J Med","1969","1969/07/31","","","10.1056/nejm196907312810524"
"5791301","Recalcitrant condyloma acuminatum","Yaffee HS.","N Engl J Med. 1969 Jul 31;281(5):274. doi: 10.1056/NEJM196907312810522.","Yaffee HS","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810522"
"5791300","Tuberculosis in restaurants (cont.)","Lansdown FS.","N Engl J Med. 1969 Jul 31;281(5):273.","Lansdown FS","N Engl J Med","1969","1969/07/31","","",""
"5791299","Serum renin levels and postnephrectomy blood pressure","Toussaint C, Verniory A.","N Engl J Med. 1969 Jul 31;281(5):272-3.","Toussaint C","N Engl J Med","1969","1969/07/31","","",""
"5791298","L-dopa in parkinson's syndrome","Cotzias GC, Papavasiliou PS, Gellene R.","N Engl J Med. 1969 Jul 31;281(5):272. doi: 10.1056/NEJM196907312810518.","Cotzias GC","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810518"
"5791297","Calcium and CNS symptoms","Dujovne CA, Clark R, Lasagna L.","N Engl J Med. 1969 Jul 31;281(5):271-2. doi: 10.1056/nejm196907312810516.","Dujovne CA","N Engl J Med","1969","1969/07/31","","","10.1056/nejm196907312810516"
"5791296","Calcium and CNS symptoms","Nichols G Jr.","N Engl J Med. 1969 Jul 31;281(5):271. doi: 10.1056/NEJM196907312810515.","Nichols G Jr","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810515"
"5791295","Unpublicized results","Mellinkoff SM.","N Engl J Med. 1969 Jul 31;281(5):270-1. doi: 10.1056/NEJM196907312810514.","Mellinkoff SM","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810514"
"5791294","On confidentiality and data banks","Snedeker LS.","N Engl J Med. 1969 Jul 31;281(5):269-70. doi: 10.1056/NEJM196907312810513.","Snedeker LS","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810513"
"5791293","New facets of a chorionic polypeptide--HPL","Villee DB.","N Engl J Med. 1969 Jul 31;281(5):268-9. doi: 10.1056/NEJM196907312810512.","Villee DB","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810512"
"5791292","Successful treatment of methemoglobinemia secondary to silver nitrate therapy","Strauch B, Buch W, Grey W, Laub D.","N Engl J Med. 1969 Jul 31;281(5):257-8. doi: 10.1056/NEJM196907312810509.","Strauch B","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810509"
"5791291","Uremic pleuritis--a clinicopathological entity","Nidus BD, Matalon R, Cantacuzino D, Eisinger RP.","N Engl J Med. 1969 Jul 31;281(5):255-6. doi: 10.1056/NEJM196907312810507.","Nidus BD","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810507"
"5791290","Privacy, confidentiality and other legal considerations in the establishment of a centralized health-data system","Curran WJ, Stearns B, Kaplan H.","N Engl J Med. 1969 Jul 31;281(5):241-8. doi: 10.1056/NEJM196907312810505.","Curran WJ","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810505"
"5791289","Decreased plasma free fatty acids and urinary epinephrine in bronchial asthma","Mathé AA, Knapp PH.","N Engl J Med. 1969 Jul 31;281(5):234-8. doi: 10.1056/NEJM196907312810503.","Mathé AA","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810503"
"5791288","Origin of elevated serum enzyme activities after direct-current countershock","Konttinen A, Hupli V, Louhija A, Härtel G.","N Engl J Med. 1969 Jul 31;281(5):231-4. doi: 10.1056/NEJM196907312810502.","Konttinen A","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810502"
"5791287","Serum placental lactogen (HPL) levels as an index of placental function","Saxena BN, Emerson K Jr, Selenkow HA.","N Engl J Med. 1969 Jul 31;281(5):225-31. doi: 10.1056/NEJM196907312810501.","Saxena BN","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810501"
"4978194","Amyloid arthritis associated with Waldenstrom's macroglobulinemia","Goldberg LS, Fisher R, Castronova EA, Calabro JJ.","N Engl J Med. 1969 Jul 31;281(5):256-7. doi: 10.1056/NEJM196907312810508.","Goldberg LS","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810508"
"4892998","Neuropsychopharmacology and the affective disorders (second of three parts)","Schildkraut JJ.","N Engl J Med. 1969 Jul 31;281(5):248-55. doi: 10.1056/NEJM196907312810506.","Schildkraut JJ","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810506"
"4307193","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 31-1969","","N Engl J Med. 1969 Jul 31;281(5):261-7. doi: 10.1056/NEJM196907312810511.","","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810511"
"4183007","Booster effect of herpes zoster","Shaw EB.","N Engl J Med. 1969 Jul 31;281(5):273. doi: 10.1056/nejm196907312810521.","Shaw EB","N Engl J Med","1969","1969/07/31","","","10.1056/nejm196907312810521"
"4183006","Commercial antiserums for immunologic tests","Reichek N, Maddison SE, Reimer CB.","N Engl J Med. 1969 Jul 31;281(5):273. doi: 10.1056/NEJM196907312810520.","Reichek N","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810520"
"4183005","Danger of rectal examination in patients with acute myocardial infarction--fact or fiction?","Earnest DL, Fletcher GF.","N Engl J Med. 1969 Jul 31;281(5):238-41. doi: 10.1056/NEJM196907312810504.","Earnest DL","N Engl J Med","1969","1969/07/31","","","10.1056/NEJM196907312810504"
"5790517","Necropsy? Yes. Autopsy? No","White PJ.","N Engl J Med. 1969 Jul 24;281(4):223. doi: 10.1056/NEJM196907242810427.","White PJ","N Engl J Med","1969","1969/07/24","","","10.1056/NEJM196907242810427"
"5790516","Multiphasic screening","Shindell S.","N Engl J Med. 1969 Jul 24;281(4):222-3.","Shindell S","N Engl J Med","1969","1969/07/24","","",""
"5790515","Fibrinolysis vs disseminated intravascular coagulation","Charytan C.","N Engl J Med. 1969 Jul 24;281(4):222.","Charytan C","N Engl J Med","1969","1969/07/24","","",""
"5790514","Fibrinolysis vs disseminated intravascular coagulation","Robboy S, Colman R, Minna J.","N Engl J Med. 1969 Jul 24;281(4):222. doi: 10.1056/NEJM196907242810424.","Robboy S","N Engl J Med","1969","1969/07/24","","","10.1056/NEJM196907242810424"
"5790513","Plasma lactate and interstitial calcium","Lassers BW, Nimmo IA.","N Engl J Med. 1969 Jul 24;281(4):221-2. doi: 10.1056/nejm196907242810423.","Lassers BW","N Engl J Med","1969","1969/07/24","","","10.1056/nejm196907242810423"
"5790512","Hypothermia","Matz R.","N Engl J Med. 1969 Jul 24;281(4):221. doi: 10.1056/nejm196907242810422.","Matz R","N Engl J Med","1969","1969/07/24","","","10.1056/nejm196907242810422"
"5790511","Metastases in the cirrhotic liver","Goldstein MJ.","N Engl J Med. 1969 Jul 24;281(4):221. doi: 10.1056/NEJM196907242810421.","Goldstein MJ","N Engl J Med","1969","1969/07/24","","","10.1056/NEJM196907242810421"
"5790510","Anal streptococci","Hughes-Davies TH.","N Engl J Med. 1969 Jul 24;281(4):220-1.","Hughes-Davies TH","N Engl J Med","1969","1969/07/24","","",""
"5790509","The consumer pays","Stadler E.","N Engl J Med. 1969 Jul 24;281(4):220.","Stadler E","N Engl J Med","1969","1969/07/24","","",""
"5790508","The consumer pays","Ness DA.","N Engl J Med. 1969 Jul 24;281(4):220.","Ness DA","N Engl J Med","1969","1969/07/24","","",""
"5790507","Drugs beyond the Iron Curtain","Gerhold WM.","N Engl J Med. 1969 Jul 24;281(4):220. doi: 10.1056/nejm196907242810418.","Gerhold WM","N Engl J Med","1969","1969/07/24","","","10.1056/nejm196907242810418"
"5790506","Antimicrobial combinations for infants","Sollod MC.","N Engl J Med. 1969 Jul 24;281(4):219.","Sollod MC","N Engl J Med","1969","1969/07/24","","",""
"5790505","Neomycin ototoxicity: dossier and dosage","Jawetz E.","N Engl J Med. 1969 Jul 24;281(4):219. doi: 10.1056/nejm196907242810416.","Jawetz E","N Engl J Med","1969","1969/07/24","","","10.1056/nejm196907242810416"
"5790504","Neomycin ototoxicity: dossier and doses","Trimble GX.","N Engl J Med. 1969 Jul 24;281(4):219. doi: 10.1056/NEJM196907242810417.","Trimble GX","N Engl J Med","1969","1969/07/24","","","10.1056/NEJM196907242810417"
"5790503","Meningococcal infection unresponsive to cephalothin","Almond HR.","N Engl J Med. 1969 Jul 24;281(4):218-9.","Almond HR","N Engl J Med","1969","1969/07/24","","",""
"5790502","Lithium and cerebral metabolism","Lapin IP, Oxenkrug GF.","N Engl J Med. 1969 Jul 24;281(4):218. doi: 10.1056/nejm196907242810414.","Lapin IP","N Engl J Med","1969","1969/07/24","","","10.1056/nejm196907242810414"
"5790501","Cardiac noises","Shine KI.","N Engl J Med. 1969 Jul 24;281(4):218.","Shine KI","N Engl J Med","1969","1969/07/24","","",""
"5790500","Cardiac noises","Thomas FB.","N Engl J Med. 1969 Jul 24;281(4):218.","Thomas FB","N Engl J Med","1969","1969/07/24","","",""
"5790499","Cardiac noises","Carpiniello VL.","N Engl J Med. 1969 Jul 24;281(4):218.","Carpiniello VL","N Engl J Med","1969","1969/07/24","","",""
"5790498","The figures of health","","N Engl J Med. 1969 Jul 24;281(4):216-7. doi: 10.1056/NEJM196907242810411.","","N Engl J Med","1969","1969/07/24","","","10.1056/NEJM196907242810411"
"5790497","So the blind may ""see""","Cogan DG.","N Engl J Med. 1969 Jul 24;281(4):215-6. doi: 10.1056/NEJM196907242810410.","Cogan DG","N Engl J Med","1969","1969/07/24","","","10.1056/NEJM196907242810410"
"5790496","The people, their health, and their congress","","N Engl J Med. 1969 Jul 24;281(4):214-5. doi: 10.1056/NEJM196907242810409.","","N Engl J Med","1969","1969/07/24","","","10.1056/NEJM196907242810409"
"5790495","Green plasma in blood donors","Wolf P, Enlander D, Dalziel J, Swanson J.","N Engl J Med. 1969 Jul 24;281(4):205. doi: 10.1056/NEJM196907242810407.","Wolf P","N Engl J Med","1969","1969/07/24","","","10.1056/NEJM196907242810407"
"5790494","Progression of ""lipoid nephrosis"" to renal insufficiency","Hayslett JP, Krassner LS, Bensch KG, Kashgarian M, Epstein FH.","N Engl J Med. 1969 Jul 24;281(4):181-7. doi: 10.1056/NEJM196907242810402.","Hayslett JP","N Engl J Med","1969","1969/07/24","","","10.1056/NEJM196907242810402"
